"variable","mean","sd"
"raw_application",0.703260869565218,0.404316525815202
"raw_development",0.624347826086956,0.299224997305908
"raw_ai",0.0260869565217392,0.100728314186759
"raw_social",0.22463768115942,0.157835120950836
"raw_governance",0.480434782608696,0.267708670777286
"LINGUISTIC_VARIETY",6.18260869565218,11.9340126076877
"programming_lang_variety",2.74782608695652,3.77614548573642
