"PCA_RC1","PCA_RC2","PCA_RC3","PCA_RC4","PCA_RC5","platform_ID"
-0.427620974879033,-1.1208731150293,-0.134228533133723,0.305313051564465,0.827864540311053,"VG8"
0.443377227477333,3.16216755765753,0.0890253692936703,3.70196963410471,-1.09087946125605,"VG26"
0.0693138978580203,2.27473253840362,-0.69098991588374,-0.3127528225717,0.0566610931610996,"VG28"
-1.51147969581743,0.978400348764273,-0.242886007994254,-0.758303775885263,-0.265682183324311,"VG29"
0.482790310384832,3.11563131148663,-0.334182713166456,-0.367031114289412,-0.607058533299954,"VG47"
0.525620438514844,0.718186742731902,-0.285305681782871,-0.260499231497785,-0.461522117567582,"VG66"
-0.187679598988923,-1.55244047244849,0.055259100841737,0.245951339233543,0.605672261781332,"VG76"
0.327145666467666,0.442116318299648,-0.51994295909051,-0.360438645468548,1.10330089667123,"VG79"
0.12730990116309,2.42525031386258,-1.16957821409944,-0.317388051415545,0.356859449753567,"VG80"
0.666200276361972,1.33124795727942,-0.108881273982718,-0.403647399767246,0.498694342007064,"VG91"
0.532905564538566,2.29029805707937,-0.793532991113086,0.111930557275352,-0.594515617417517,"VG98"
-1.48243748662593,-0.430705584828064,-0.284415526635292,0.329694300628598,0.977994133464089,"VG102"
0.435288711374557,2.43238820681599,0.489525305335612,0.16018104098316,0.179345814855007,"VG120"
-1.22713775240627,2.83123100850771,0.187090582896278,4.7990209691498,-0.957124175034783,"VG121"
0.163658604417955,-0.0584720832748536,-0.485905844702929,0.105548541182493,-0.0859204384935533,"VG131"
0.322686021285512,1.16755820898936,-0.762472849513713,-0.69981843511286,-0.0561839951302463,"VG138"
0.958954050329669,0.0269730076228032,0.181266864122034,0.128761520293615,-0.293527243192749,"VG139"
-1.52978500916807,1.45275593207185,-1.0331686343449,0.0168972031265638,0.520733162307474,"VG140"
-0.907210130327919,0.958742410448039,0.414540935032347,-0.330554391436428,-1.85307597032677,"VG142"
-0.301478013093873,-0.339938260897801,1.7819726910509,-0.529951403538217,-0.923549852355139,"VG155"
0.110908905997727,2.09756591104997,-0.116342859600506,-0.56499774678291,0.705633654456245,"VG161"
0.685634352017727,1.67912169680682,-0.330771129984392,-0.551426105909038,0.728897831507585,"VG163"
-1.69682130861207,0.157380174581817,-0.39491892788288,0.0482950614683519,0.341320200319499,"VG173"
-0.727411790020902,1.03850623885018,0.24489724928901,-0.093378638906995,-1.08888210195234,"VG180"
0.365571430960176,0.288063284817006,0.0421789083801955,0.0197598680551132,-0.00953487558396445,"VG193"
-0.935400819272253,1.31366409372651,-0.0290943329106608,-0.286551098969633,-1.4161308372057,"VG197"
0.555129522803658,2.19250815573168,-0.141807816734277,-0.620878186503082,0.380715043188504,"VG198"
0.209754028399363,1.04207286524647,-0.977279526048028,-0.209192688318146,0.357118349007316,"VG202"
-0.850972423261586,0.953168791103516,-0.489339192020055,-0.483929484533389,0.458247438650813,"CP3"
0.732730727336455,0.415653299733393,3.31284961417797,8.13007748889179,-0.416198431085778,"CP5"
-2.26829674623205,-0.884964364368401,0.209328224660607,-0.0623361794742096,0.172288306579758,"CP6"
0.7217418978002,0.785149872308118,2.93048847943896,-0.226453304453066,6.02884897276132,"CP7"
0.539358819103342,1.13720579042064,0.481659540225304,0.378142286074718,0.564308077321668,"CP8"
0.152471952474147,0.474641170181652,8.27999951178849,-0.302476917711265,0.673387849120232,"CP9"
-1.58686896914077,1.75855141239618,-1.1609958066642,-0.0429006605468139,-0.827085504928335,"CP14"
-1.51395200439987,0.368317123238981,2.88929756143078,-1.38928973830259,-1.60857844893506,"CP20"
-2.26829674623205,-0.884964364368401,0.209328224660607,-0.0623361794742096,0.172288306579758,"CP21"
0.139662305178185,1.09942538682302,0.112469768641611,-0.294282985495945,3.78218617428646,"CP29"
-0.745933736017828,1.77732218795544,-0.444520765967843,-0.65978403292698,-0.448529489193216,"CP35"
0.230129821730579,1.03859679278362,8.34456915624553,-0.909334484181009,0.239316192532882,"CP50"
0.874805148186858,0.234283008301419,-0.635190051246401,-0.184028005662851,2.88797299106704,"CP66"
-0.522906590197769,1.25420403216474,2.03998254029379,-0.86263192067342,-1.96301906926042,"CP67"
-0.519510186203672,1.09144147657121,-0.0201943013211949,-0.911924042946772,-0.491686701749174,"CP71"
0.514087592679966,1.10278091070604,0.299637842807161,-0.557879664490352,-0.616849788277725,"CP72"
-0.812882797729195,-0.507174680586524,0.272236940266287,-0.181658806065855,-1.34371501401581,"CP74"
-0.981719482795347,0.194645745637786,-0.521894551885013,-0.106282426055022,-0.152208158958975,"CP81"
0.590720357174838,0.541772800245564,-0.675000527006874,-0.0664615869255562,0.083611062676092,"CP85"
0.127608595741288,0.110470246155289,-0.108027836563302,-0.0656176756027179,-1.10671360243412,"CP89"
-0.452397135635022,-0.236911463680408,0.114711193253196,0.0178362636668398,-1.00399378646657,"CP90"
-0.581449953919339,3.00680391762304,0.22480630381281,0.962499703097233,-0.544222987736006,"CP98"
-1.43508039311676,0.853568451522236,-0.299032040899857,-0.881795791532255,-0.811510891430742,"CP99"
0.748086066065882,-0.579449262683175,-0.223566452368722,-0.173240265571051,-0.352186199590498,"CP101"
-0.0928283315732755,0.718694092065822,-0.848641853322522,-0.244779888843988,3.43224528619521,"CP115"
-1.1487544636482,0.99111476332701,-0.0875955386788277,-0.344546835864067,-1.1196342089886,"CP117"
0.0821519865551131,1.72084151872188,0.0126386462227213,-1.04855448564702,4.92960072661924,"CP126"
0.273898756044796,1.58069609103619,0.261220621662263,-0.113435393227079,-1.06022133142741,"CP127"
0.213319910666054,0.160474784475147,-0.116733392914076,-0.410327012530678,0.180257681838475,"PE8"
-2.33700994147526,-0.545723040355841,0.0332404781205907,-0.003100034393193,0.532792765781846,"PE12"
-0.722808788530712,-0.690873702366352,-0.314675988190508,0.430513301519142,1.33472353956627,"PE24"
-1.72431781110074,0.609369002626543,-0.368208354938902,-0.417521298792534,-0.661377708264331,"PE33"
-2.26829674623205,-0.884964364368401,0.209328224660607,-0.0623361794742096,0.172288306579758,"PE47"
0.307173733949091,-0.67666031493892,-0.222745280668822,-0.0520104069537103,-0.190821655600251,"PE54"
0.656868623160388,2.16989549690867,0.223619364378051,-0.616702005782153,-0.12049216842782,"PE67"
-1.06785287445601,0.73995897645268,-0.670422598381663,-0.0164347087858588,-0.0541207923068763,"PE71"
0.0158587366334581,-1.29994954106558,-0.0581455201753968,0.260827097755279,1.12839654140807,"PE72"
-2.26829674623205,-0.884964364368401,0.209328224660607,-0.0623361794742096,0.172288306579758,"PE101"
-0.254876509892091,1.84727585740875,0.727741009671394,0.175063744435979,-0.77740747409858,"PE110"
-1.3810378923845,0.0377634243060625,-0.287037583338269,-0.0605091695822019,-0.473960983816627,"PE131"
-0.692082167920381,-0.535086643424023,-0.274720485449543,0.0247096963778818,0.0962613437801223,"PE145"
-0.341638998955578,0.587713605150887,-0.738215297005719,-0.0109816504316638,0.648652670254044,"PE153"
0.815776430590717,-0.533141813223229,0.057147986679518,0.163097272490184,0.0356544685491933,"PE179"
0.0704420157870399,0.871986549200956,-0.672922962364517,-0.392720032430269,0.994403956046492,"PE187"
0.718935480306461,-0.0713166105516308,-1.20243704060288,6.77711506109529,1.73826269146947,"PE197"
-1.6980337625538,1.30987035979177,0.0349958901021245,-1.01997498600429,-1.2197493322532,"PE210"
0.403203391049534,0.016960324662552,-0.496555566599096,0.0217002397563376,0.517426614568574,"PE212"
0.406209804107668,0.0844699266826947,-0.202686649849381,0.134791077925254,0.965271745322722,"PE216"
0.170031112330813,2.04421467781752,-0.494235357452634,0.178488324058336,-0.552193122574146,"PE219"
-0.518905674474393,0.528071868045777,-0.796525981853998,-0.00136622949946996,3.53387317749887,"CA16"
-1.15569041642605,-0.124054398439683,-0.250076369974063,-0.235803575982602,-1.05716153102331,"CA21"
-0.0856550215277573,0.878465140921203,-0.214171325528998,-0.705665190374748,-0.542329336173364,"CA23"
0.310588050428365,2.1597326846896,-0.34913052367121,-0.0864109595072222,-1.82446428862239,"CA27"
0.837585570926784,-0.947450567351886,0.207513821060858,-0.0270728924319523,-1.07027035828423,"CA43"
-2.26829674623205,-0.884964364368401,0.209328224660607,-0.0623361794742096,0.172288306579758,"CA59"
0.0158587366334581,-1.29994954106558,-0.0581455201753968,0.260827097755279,1.12839654140807,"CA60"
-1.62033049222781,-0.168342600245098,-0.0418835763216101,-0.360525624198521,-1.00111285501663,"CA63"
-0.127054137999067,-0.583947055050721,-0.187768019501034,0.21210519483452,0.317068351760549,"IH11"
0.104468202800323,-0.707442319585576,-0.165677543745315,0.239178882385985,-0.191031252973398,"IH25"
-1.59186057307565,-0.182581309967101,-0.217308003064526,-0.103414036902856,-0.359306406810744,"IH73"
-1.80365667043029,-0.840676162562986,0.00113543100815478,0.0623858687417101,0.116239630573082,"IH76"
-0.431466080743644,0.546849705141565,0.0746649053248838,0.563099546161498,-0.904238286352098,"IH80"
